frame,timestamp,detections,tracked_objects,ball_1_x,ball_1_y,ball_1_confidence,ball_1_track_id
1,0.016666666666666666,0,0,,,,
2,0.03333333333333333,0,0,,,,
3,0.05,0,0,,,,
4,0.06666666666666667,0,0,,,,
5,0.08333333333333333,0,0,,,,
6,0.1,0,0,,,,
7,0.11666666666666667,0,0,,,,
8,0.13333333333333333,0,0,,,,
9,0.15,0,0,,,,
10,0.16666666666666666,0,0,,,,
11,0.18333333333333332,0,0,,,,
12,0.2,0,0,,,,
13,0.21666666666666667,0,0,,,,
14,0.23333333333333334,0,0,,,,
15,0.25,1,1,884.0,492.0,0.35427072644233704,0.0
16,0.26666666666666666,1,1,884.0,492.0,0.35627567768096924,0.0
17,0.2833333333333333,1,1,872.0,489.0,0.23721034824848175,0.0
18,0.3,1,1,869.0,487.0,0.24273674190044403,0.0
19,0.31666666666666665,1,1,869.0,488.0,0.26178184151649475,0.0
20,0.3333333333333333,1,1,869.0,488.0,0.26137199997901917,0.0
21,0.35,0,1,869.0,488.0,0.26137199997901917,0.0
22,0.36666666666666664,0,1,869.0,488.0,0.26137199997901917,0.0
23,0.38333333333333336,0,1,869.0,488.0,0.26137199997901917,0.0
24,0.4,0,1,869.0,488.0,0.26137199997901917,0.0
25,0.4166666666666667,0,1,869.0,488.0,0.26137199997901917,0.0
26,0.43333333333333335,0,1,869.0,488.0,0.26137199997901917,0.0
27,0.45,0,1,869.0,488.0,0.26137199997901917,0.0
28,0.4666666666666667,0,1,869.0,488.0,0.26137199997901917,0.0
29,0.48333333333333334,0,1,869.0,488.0,0.26137199997901917,0.0
30,0.5,0,1,869.0,488.0,0.26137199997901917,0.0
31,0.5166666666666667,0,1,869.0,488.0,0.26137199997901917,0.0
32,0.5333333333333333,0,1,869.0,488.0,0.26137199997901917,0.0
33,0.55,0,1,869.0,488.0,0.26137199997901917,0.0
34,0.5666666666666667,0,1,869.0,488.0,0.26137199997901917,0.0
35,0.5833333333333334,0,1,869.0,488.0,0.26137199997901917,0.0
36,0.6,3,1,917.0,509.0,0.40775755047798157,0.0
37,0.6166666666666667,4,1,938.0,517.0,0.39471304416656494,0.0
38,0.6333333333333333,1,1,942.0,464.0,0.27925804257392883,0.0
39,0.65,1,1,941.0,439.0,0.2794254422187805,0.0
40,0.6666666666666666,2,1,946.0,423.0,0.4656216502189636,0.0
41,0.6833333333333333,2,1,948.0,418.0,0.46811166405677795,0.0
42,0.7,2,1,947.0,419.0,0.4704023599624634,0.0
43,0.7166666666666667,2,1,947.0,421.0,0.46830788254737854,0.0
44,0.7333333333333333,1,1,957.0,418.0,0.5732907652854919,0.0
45,0.75,1,1,962.0,418.0,0.5750173330307007,0.0
46,0.7666666666666667,2,1,972.0,417.0,0.5836865901947021,0.0
47,0.7833333333333333,2,1,976.0,417.0,0.5832900404930115,0.0
48,0.8,2,1,985.0,419.0,0.6111223101615906,0.0
49,0.8166666666666667,2,1,988.0,420.0,0.611360490322113,0.0
50,0.8333333333333334,1,1,998.0,426.0,0.17333801090717316,0.0
51,0.85,1,1,1001.0,428.0,0.175466388463974,0.0
52,0.8666666666666667,1,1,1013.0,437.0,0.4929752051830292,0.0
53,0.8833333333333333,1,1,1017.0,441.0,0.49267467856407166,0.0
54,0.9,1,1,1018.0,442.0,0.4930754601955414,0.0
55,0.9166666666666666,0,1,1018.0,442.0,0.4930754601955414,0.0
56,0.9333333333333333,0,1,1018.0,442.0,0.4930754601955414,0.0
57,0.95,0,1,1018.0,442.0,0.4930754601955414,0.0
58,0.9666666666666667,0,1,1018.0,442.0,0.4930754601955414,0.0
59,0.9833333333333333,1,1,1045.0,488.0,0.3657882511615753,0.0
60,1.0,1,1,1056.0,507.0,0.36897459626197815,0.0
61,1.0166666666666666,1,1,1069.0,535.0,0.10996615141630173,0.0
62,1.0333333333333334,1,1,1073.0,544.0,0.1096549853682518,0.0
63,1.05,0,1,1073.0,544.0,0.1096549853682518,0.0
64,1.0666666666666667,0,1,1073.0,544.0,0.1096549853682518,0.0
65,1.0833333333333333,0,1,1073.0,544.0,0.1096549853682518,0.0
66,1.1,0,1,1073.0,544.0,0.1096549853682518,0.0
67,1.1166666666666667,3,1,1073.0,544.0,0.1096549853682518,0.0
68,1.1333333333333333,0,1,1073.0,544.0,0.1096549853682518,0.0
69,1.15,0,1,1073.0,544.0,0.1096549853682518,0.0
70,1.1666666666666667,0,1,1073.0,544.0,0.1096549853682518,0.0
71,1.1833333333333333,0,1,1073.0,544.0,0.1096549853682518,0.0
72,1.2,0,1,1073.0,544.0,0.1096549853682518,0.0
73,1.2166666666666666,0,1,1073.0,544.0,0.1096549853682518,0.0
74,1.2333333333333334,1,1,1128.0,591.0,0.578352153301239,0.0
75,1.25,0,1,1128.0,591.0,0.578352153301239,0.0
